"","netusoft","netustm","trstprl","trstplc","trstprt","trstep","trstun","freehms","euftf","atchctr","atcherp","rlgdgr","rlgatnd","pray","vteurmmb","vteubcmb","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun"
"19281",5,1200,5,5,5,5,5,1,6,1,1,5,7,7,1,NA,4,5,2,3,2,2,2,2,1,2,1,4,2,3,2,3,3,1,2,3
"19282",3,NA,5,6,1,7,5,2,2,9,7,3,4,1,1,NA,3,4,2,1,1,3,2,1,2,3,1,2,2,3,2,4,1,1,3,4
"19283",5,180,8,7,5,6,6,2,6,8,8,7,3,1,1,NA,1,5,2,3,2,3,2,3,6,2,2,4,2,4,3,4,2,2,3,6
"19284",5,600,10,5,NA,NA,NA,2,6,7,7,7,7,1,65,NA,3,4,2,3,6,4,NA,5,NA,NA,2,3,3,4,3,4,5,5,2,3
"19285",4,120,0,0,0,1,1,1,2,9,6,0,7,6,2,NA,5,5,1,1,1,2,2,2,5,2,2,5,2,5,2,2,2,2,2,3
"19286",5,300,7,6,5,7,8,1,3,9,5,1,7,7,1,NA,2,2,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,5,2
"19287",5,480,4,6,2,2,4,1,7,10,3,3,7,7,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19288",5,510,4,8,5,6,8,2,5,6,5,10,4,2,65,NA,3,5,5,4,NA,5,NA,6,3,5,3,5,6,4,5,6,4,5,5,5
"19289",5,120,3,5,3,4,2,1,4,5,5,3,5,6,1,NA,2,4,4,5,2,6,1,1,4,1,4,5,2,4,6,6,2,1,6,5
"19290",5,120,2,2,2,2,7,1,2,9,7,6,3,1,1,NA,4,4,3,3,2,2,2,2,5,2,2,5,3,5,4,5,4,2,2,5
"19291",4,30,4,6,4,NA,8,1,2,10,7,7,4,1,1,NA,4,5,2,4,2,2,2,2,4,2,1,4,2,5,5,3,2,2,1,4
"19292",1,NA,1,3,1,4,3,1,5,10,7,7,3,1,1,NA,2,5,2,5,4,4,2,1,5,3,2,5,3,3,4,3,2,2,2,2
"19293",5,360,5,7,4,4,5,1,5,10,8,0,7,7,1,NA,1,4,1,4,5,5,1,4,1,1,2,5,5,2,1,1,1,2,6,1
"19294",5,70,1,8,2,5,9,1,1,7,6,10,3,1,1,NA,2,5,2,5,2,2,2,2,5,2,1,5,2,5,2,6,2,1,2,2
"19295",5,180,3,5,1,2,5,3,5,3,2,5,7,1,1,NA,2,4,2,2,1,4,1,2,4,3,1,3,2,2,1,4,1,2,3,4
"19296",1,NA,NA,8,5,NA,NA,2,NA,9,NA,5,5,1,1,NA,2,5,2,2,1,2,2,2,2,1,1,5,1,2,2,1,1,1,2,6
"19297",5,180,10,10,5,4,5,2,2,10,10,9,3,1,1,NA,2,3,2,3,2,2,2,2,2,2,2,4,2,3,2,3,2,2,2,2
"19298",5,390,5,6,5,5,6,1,5,9,3,1,7,7,1,NA,3,5,2,2,3,4,2,2,3,2,2,3,3,4,2,3,2,2,3,2
"19299",5,60,4,7,2,2,2,3,5,5,4,1,7,1,1,NA,1,5,1,3,1,1,1,1,3,1,1,3,2,1,2,3,1,1,2,2
"19300",5,180,6,4,4,3,2,2,0,6,5,7,6,1,1,NA,2,5,4,3,2,5,2,3,3,2,2,3,2,2,3,4,2,3,2,2
"19301",1,NA,10,10,8,6,6,2,10,NA,3,10,3,1,1,NA,3,5,1,3,1,1,1,2,3,4,2,6,4,4,2,6,2,1,2,3
"19302",1,NA,5,5,5,5,5,2,NA,8,5,8,3,1,1,NA,3,2,5,5,2,1,3,2,4,1,1,5,2,5,1,2,1,2,1,4
"19303",1,NA,5,7,1,2,2,2,5,5,5,5,3,3,1,NA,2,4,1,3,1,2,1,2,3,2,1,2,1,5,3,2,1,1,1,4
"19304",5,600,7,1,5,5,3,1,7,6,5,0,7,7,1,NA,1,4,1,4,6,4,2,4,1,2,2,3,3,1,4,3,1,1,6,2
"19305",5,360,0,2,0,2,4,2,5,7,2,1,6,7,1,NA,2,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19306",5,120,7,9,6,5,5,2,5,6,5,5,4,1,1,NA,2,4,1,2,1,2,2,3,2,2,2,2,2,5,4,2,1,1,1,2
"19307",5,300,9,8,4,6,7,4,7,5,4,10,2,1,1,NA,3,2,3,2,3,2,3,2,3,1,1,2,1,1,2,2,2,2,2,2
"19308",1,NA,5,5,5,7,6,2,5,5,6,7,3,3,1,NA,2,5,2,2,2,4,2,2,1,1,1,5,2,1,2,2,1,1,2,2
"19309",5,120,4,7,5,5,6,2,4,10,8,5,6,4,1,NA,2,5,2,2,1,4,2,2,4,2,1,2,1,5,1,1,1,1,2,3
"19310",5,180,7,9,5,6,4,1,10,3,3,6,5,1,1,NA,1,3,1,3,4,1,1,2,4,5,1,1,1,5,3,5,3,2,5,2
"19311",1,NA,5,7,6,6,7,2,3,8,8,4,6,7,1,NA,2,5,2,4,2,2,3,4,3,2,2,2,2,3,5,5,2,2,5,4
"19312",5,120,2,3,2,4,2,2,2,4,4,8,6,1,1,NA,1,6,2,6,1,3,2,3,5,1,1,6,3,5,4,4,2,2,3,4
"19313",5,210,NA,2,NA,NA,NA,4,8,7,5,0,7,7,1,NA,1,3,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,1
"19314",5,420,7,10,7,10,10,1,NA,7,7,5,3,4,1,NA,3,5,3,3,2,2,1,2,2,1,1,4,4,3,1,4,2,5,4,2
"19315",1,NA,3,8,1,2,5,1,2,10,6,4,7,3,1,NA,3,5,2,3,1,1,1,3,4,3,1,5,1,6,1,1,1,3,3,4
"19316",1,NA,6,5,5,5,5,1,2,10,4,7,3,2,1,NA,3,4,2,2,2,3,2,2,2,2,1,2,1,6,1,2,1,2,1,3
"19317",5,180,8,8,7,7,8,1,7,9,5,3,6,6,1,NA,3,6,2,2,1,1,2,2,5,3,1,2,1,5,2,6,2,2,2,2
"19318",5,120,7,7,7,6,7,1,8,8,8,0,7,7,1,NA,2,5,2,3,2,3,3,4,4,4,3,4,4,4,2,2,2,1,4,3
"19319",5,480,5,8,4,3,6,1,6,9,7,4,5,7,1,NA,2,4,3,2,2,2,3,1,5,2,1,2,4,5,4,5,1,2,2,4
"19320",5,60,5,5,5,5,5,1,7,8,9,5,7,3,1,NA,2,1,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
"19321",5,90,5,8,4,6,6,2,5,10,5,9,1,1,1,NA,3,6,2,5,2,2,2,5,2,2,2,5,1,5,1,NA,1,1,2,2
"19322",4,120,3,3,3,3,3,2,2,2,2,1,6,7,55,NA,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"19323",1,NA,5,5,2,5,5,2,5,10,10,8,2,2,1,NA,1,5,2,2,2,3,2,2,1,2,1,3,2,1,2,4,1,1,1,2
"19324",5,540,8,8,6,7,8,2,3,3,0,0,7,6,1,NA,2,2,3,3,5,2,5,3,3,1,2,2,4,2,2,2,3,4,5,4
"19325",1,NA,5,5,5,5,5,2,NA,10,6,6,3,1,1,NA,3,5,1,1,1,5,2,2,5,1,2,5,2,5,2,5,2,2,2,2
"19326",5,60,3,5,3,1,2,2,4,10,6,8,4,1,1,NA,4,1,2,3,1,2,1,2,4,2,2,4,2,4,1,3,4,1,4,5
"19327",5,360,4,6,5,4,5,2,4,6,6,6,5,1,1,NA,3,5,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
"19328",5,600,6,5,4,6,6,2,3,9,7,8,3,3,1,NA,2,5,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2
"19329",1,NA,3,7,3,7,5,1,2,2,0,0,3,1,2,NA,2,2,1,2,2,1,1,2,2,1,1,3,2,2,1,2,2,1,2,2
"19330",5,20,2,7,5,5,5,1,2,8,7,5,2,1,1,NA,1,6,1,6,2,1,1,6,1,1,1,6,1,3,1,6,1,1,1,1
"19331",5,60,NA,9,4,NA,NA,2,5,7,3,2,7,3,1,NA,3,6,2,6,2,4,4,2,5,2,2,5,2,5,3,3,2,2,2,5
"19332",5,120,8,8,NA,NA,NA,1,5,8,8,8,3,1,1,NA,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1
"19333",2,NA,0,4,5,5,8,3,10,8,5,0,7,7,1,NA,4,5,4,4,2,5,4,3,3,3,3,3,3,4,4,4,1,3,1,4
"19334",5,45,5,7,5,5,7,2,5,8,6,5,3,6,1,NA,5,6,4,3,2,3,2,2,3,2,2,3,2,5,2,NA,2,1,3,4
"19335",1,NA,4,2,2,NA,NA,2,2,9,3,5,3,1,2,NA,2,4,2,2,1,1,1,1,3,2,1,3,1,4,1,1,1,1,1,4
"19336",5,60,6,7,3,7,NA,2,6,10,8,9,3,1,1,NA,5,5,2,5,2,2,1,1,4,4,2,5,2,5,1,2,2,2,1,4
"19337",5,0,9,9,9,8,8,1,8,7,8,2,6,6,1,NA,1,3,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1
"19338",5,180,4,7,4,5,7,1,4,7,2,1,6,7,1,NA,5,5,2,3,2,6,4,4,6,1,2,5,6,2,5,6,2,3,5,2
"19339",5,60,7,9,6,6,7,2,5,10,4,6,3,2,1,NA,3,5,1,4,1,4,1,2,5,2,2,5,1,4,2,5,1,1,1,3
"19340",5,360,6,7,6,7,9,2,7,8,5,6,5,4,1,NA,1,5,2,4,1,4,2,1,5,1,1,3,1,5,3,5,1,1,3,3
"19341",2,NA,1,6,1,2,2,2,2,7,5,6,3,1,1,NA,2,4,3,3,2,3,4,3,3,3,2,4,2,4,3,2,2,2,2,3
"19342",5,10,3,10,5,8,8,2,8,8,6,4,4,3,1,NA,2,5,2,3,3,3,2,2,3,2,2,3,3,3,3,3,2,2,2,2
"19343",5,60,5,5,5,5,7,2,5,10,7,5,3,1,1,NA,3,5,2,3,1,4,2,2,4,2,1,4,1,5,2,2,1,2,2,4
"19344",1,NA,7,8,5,7,8,2,6,10,8,4,7,3,1,NA,5,5,2,2,2,5,2,2,5,2,1,5,2,5,2,5,1,1,2,2
"19345",1,NA,7,9,8,8,8,4,8,10,7,10,1,1,1,NA,2,5,2,3,2,5,3,3,4,1,1,5,2,5,2,2,2,2,1,5
"19346",1,NA,1,5,1,5,5,2,NA,8,2,5,3,3,1,NA,4,4,4,4,3,4,3,3,3,3,3,3,2,5,3,3,3,3,3,4
"19347",5,60,4,6,2,6,7,1,7,7,5,2,7,7,1,NA,1,5,2,4,5,4,3,5,2,1,1,5,5,5,5,4,2,5,3,3
"19348",5,300,2,8,3,3,3,2,1,9,3,5,5,1,1,NA,2,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3
"19349",2,NA,0,9,0,8,9,2,3,10,9,5,4,7,1,NA,2,5,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
"19350",4,90,5,6,5,NA,NA,2,5,7,7,5,5,7,NA,NA,2,3,1,1,1,3,1,2,4,1,2,3,1,3,1,1,1,3,1,1
"19351",2,NA,7,6,3,9,9,4,4,7,7,5,3,3,1,NA,4,3,3,3,5,4,3,3,4,6,3,4,5,3,5,6,3,3,3,3
"19352",5,120,4,6,4,5,6,2,5,9,6,10,2,1,1,NA,2,2,2,2,1,2,2,2,3,2,2,2,2,4,2,2,2,1,1,1
"19353",5,330,4,6,2,3,0,2,5,10,0,5,4,4,1,NA,4,4,5,2,3,3,2,4,5,2,2,2,3,4,3,3,2,3,2,5
"19354",5,180,4,7,4,4,7,2,6,7,5,8,7,1,1,NA,5,5,1,5,3,3,3,2,5,2,2,5,3,5,5,5,2,5,5,2
"19355",1,NA,8,9,6,8,8,4,6,9,7,7,5,1,1,NA,1,1,6,6,1,3,3,1,1,2,1,5,1,3,1,1,1,1,1,1
"19356",1,NA,7,9,5,5,4,NA,5,10,5,6,7,7,2,NA,3,5,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
"19357",5,180,8,8,7,8,8,1,NA,8,7,1,4,1,1,NA,1,6,1,3,1,5,1,3,2,1,1,5,2,3,4,2,1,1,4,2
"19358",5,150,6,8,5,7,6,1,5,7,6,4,6,6,1,NA,3,5,4,4,2,5,3,3,4,4,4,4,4,5,4,4,3,4,5,4
"19359",5,120,1,8,0,0,7,2,1,5,1,0,7,7,65,NA,2,4,2,3,2,2,3,4,4,1,1,3,5,2,2,3,2,2,1,4
"19360",5,255,1,8,5,8,10,2,1,8,9,9,1,1,1,NA,2,6,2,2,1,2,2,2,5,2,2,6,1,6,1,2,2,1,1,4
"19361",5,240,6,8,5,4,5,1,2,8,8,0,7,5,1,NA,1,3,1,3,2,4,1,1,1,1,1,2,1,2,4,5,2,2,3,2
"19362",5,900,NA,8,5,8,8,1,9,6,NA,7,4,5,65,NA,3,6,2,1,4,2,2,2,4,1,1,2,1,3,2,2,2,1,6,2
"19363",3,NA,6,7,2,3,4,2,8,10,9,0,5,7,1,NA,3,2,2,2,1,5,2,5,2,1,1,1,1,6,1,6,2,1,2,2
"19364",4,60,8,9,7,6,7,1,8,10,10,7,3,1,1,NA,1,4,1,1,1,2,1,1,2,1,1,1,1,4,1,3,1,1,1,1
"19365",1,NA,6,5,4,5,5,2,6,8,6,8,1,1,1,NA,2,4,3,4,2,3,3,2,4,2,2,5,3,4,2,5,2,2,2,3
"19366",2,NA,6,9,2,2,NA,1,1,10,5,8,3,1,NA,NA,NA,6,2,2,2,NA,4,1,6,1,1,1,2,1,1,1,2,1,1,2
"19367",5,150,6,6,4,8,8,1,10,6,7,6,6,3,1,NA,2,4,1,4,5,4,1,2,4,3,2,3,5,5,4,6,3,2,5,4
"19368",1,NA,1,5,0,0,1,2,2,8,4,3,7,7,2,NA,2,5,3,5,2,2,2,3,3,3,2,3,3,5,2,5,1,2,3,3
"19369",3,NA,NA,4,4,NA,NA,2,3,5,5,7,5,1,2,NA,2,5,1,3,1,2,2,2,3,2,2,3,2,4,2,5,2,2,2,2
"19370",5,60,6,2,5,2,2,2,4,8,3,5,5,4,1,NA,2,4,2,5,2,1,2,2,3,2,2,2,2,4,1,2,2,2,2,2
"19371",1,NA,6,5,3,5,5,2,6,9,8,8,3,1,1,NA,5,5,1,3,1,2,2,2,5,2,2,4,1,5,2,1,1,1,1,4
"19372",5,120,3,4,2,2,2,1,8,8,5,0,7,7,1,NA,2,3,4,3,3,3,3,3,3,2,2,2,2,3,3,3,1,2,2,2
"19373",5,20,0,0,0,0,0,4,1,9,3,4,3,1,1,NA,5,5,1,5,2,2,1,1,4,1,1,4,1,5,2,5,2,1,1,4
"19374",5,120,3,4,1,4,4,2,7,5,4,3,5,3,1,NA,3,5,2,4,3,2,1,2,5,2,2,3,3,2,3,3,2,1,4,1
"19375",3,NA,4,5,3,4,5,1,5,10,7,7,1,1,1,NA,2,5,2,5,4,5,3,4,5,1,2,5,3,6,3,5,2,2,2,4
"19376",5,180,1,2,1,1,2,2,4,8,5,2,5,7,1,NA,2,4,2,4,2,2,2,2,4,2,2,4,4,5,2,4,2,2,2,4
"19377",4,60,3,6,3,2,5,1,5,10,5,5,6,2,1,NA,2,5,2,4,3,3,2,2,5,5,2,4,NA,5,3,3,2,2,2,4
"19378",5,60,7,9,8,8,9,1,9,8,7,7,4,4,1,NA,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19379",4,90,7,6,7,7,8,1,4,10,8,7,4,2,1,NA,2,6,2,6,6,4,4,2,2,2,1,4,2,2,2,3,1,1,1,2
"19380",4,180,6,10,2,5,10,3,5,6,4,5,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19381",3,NA,0,10,0,0,0,3,NA,7,0,5,3,3,NA,NA,2,3,1,3,1,2,2,1,3,3,2,2,1,1,2,1,1,1,1,1
"19382",5,330,9,10,NA,7,NA,1,10,7,10,6,3,1,NA,NA,1,3,1,1,1,2,2,2,2,2,1,3,3,3,1,1,1,1,1,2
"19383",5,240,5,8,6,4,6,1,2,9,3,7,3,3,1,NA,2,3,3,3,2,3,4,2,4,2,3,3,5,4,4,4,3,4,4,4
"19384",NA,NA,1,8,0,NA,NA,2,NA,10,6,7,3,2,1,NA,2,4,2,2,2,2,2,2,4,2,2,4,2,4,2,2,2,2,2,2
"19385",5,180,2,5,4,5,6,1,10,8,5,0,7,7,1,NA,1,6,1,3,5,4,1,6,5,1,2,5,5,2,3,4,2,1,6,4
"19386",5,60,6,7,5,7,8,1,5,10,9,7,7,7,1,NA,5,4,2,1,1,5,2,3,3,1,1,2,3,2,2,3,1,1,2,2
"19387",5,120,3,5,3,4,5,2,NA,8,6,5,6,4,1,NA,2,4,2,3,3,3,3,4,3,2,2,3,3,3,3,2,2,2,3,3
"19388",5,480,7,8,5,7,7,1,3,10,8,6,7,1,1,NA,3,4,2,3,2,2,2,2,3,3,2,3,1,4,2,2,2,2,2,2
"19389",3,NA,9,10,8,10,10,1,1,9,10,2,7,7,1,NA,5,6,1,5,1,2,2,5,6,1,2,4,1,5,1,NA,1,1,4,5
"19390",5,120,5,5,5,5,5,2,NA,10,7,2,6,7,1,NA,3,4,3,3,3,4,2,3,4,3,2,4,2,2,3,2,2,2,3,3
"19391",2,NA,4,6,6,6,8,2,0,7,0,5,3,3,1,NA,2,3,1,2,1,5,2,2,1,1,2,1,1,2,3,2,3,1,1,1
"19392",5,240,6,7,5,7,7,2,7,10,8,5,4,2,1,NA,4,5,2,2,2,2,2,3,5,3,3,5,2,5,4,5,2,3,2,3
"19393",4,60,2,7,4,NA,NA,3,NA,6,2,6,3,1,1,NA,2,5,2,3,2,4,2,1,4,5,3,5,2,4,3,5,1,3,2,2
"19394",1,NA,4,8,4,4,4,2,5,7,6,6,2,1,1,NA,4,4,2,4,2,3,2,2,3,2,2,3,2,4,3,2,2,3,2,4
"19395",4,60,7,6,5,5,5,3,6,8,9,2,6,6,1,NA,4,4,4,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
"19396",1,NA,0,5,0,NA,NA,5,4,8,1,4,2,1,55,NA,1,6,3,4,3,3,3,6,3,3,5,3,3,3,6,5,4,4,1,NA
"19397",5,810,4,7,1,8,8,1,8,10,7,2,5,7,1,NA,4,5,2,3,4,4,2,2,3,1,1,4,2,3,2,3,2,3,1,3
"19398",1,NA,4,4,1,6,4,5,2,5,5,7,3,3,1,NA,4,3,5,3,3,5,4,2,6,4,4,2,5,4,4,3,4,2,3,4
"19399",5,180,4,5,4,6,5,1,5,3,3,1,7,6,1,NA,4,5,2,4,2,4,3,4,5,2,4,5,4,5,5,5,3,4,2,5
"19400",5,60,3,2,1,1,1,2,1,7,2,5,7,7,2,NA,2,5,2,5,5,5,5,4,5,3,4,5,5,5,4,5,3,2,5,5
"19401",4,300,5,7,3,3,6,2,7,8,8,7,4,5,1,NA,2,5,1,1,1,2,2,3,2,4,1,3,1,3,2,2,2,1,1,2
"19402",5,480,5,5,2,3,3,1,5,7,5,3,7,2,1,NA,1,3,4,3,4,6,1,1,5,1,1,5,5,3,6,5,1,1,4,4
"19403",5,180,1,6,0,5,8,2,8,7,5,6,3,NA,1,NA,2,5,2,2,2,3,2,4,4,4,4,1,2,5,2,3,3,4,4,4
"19404",5,240,2,2,2,1,2,1,6,8,8,8,3,2,1,NA,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
"19405",5,60,3,6,2,4,5,1,5,7,7,2,7,6,1,NA,1,4,4,5,5,5,4,4,4,3,4,5,5,5,4,5,4,4,5,4
"19406",5,90,8,10,8,9,NA,2,6,10,9,8,4,2,1,NA,2,5,1,5,2,1,2,1,5,1,3,6,2,5,2,6,1,1,1,4
"19407",5,120,2,9,3,8,10,1,5,5,5,3,5,3,1,NA,4,6,1,4,2,2,2,2,3,4,2,5,2,2,2,5,2,2,2,2
"19408",5,210,3,5,1,0,3,2,3,10,1,9,3,1,2,NA,1,4,3,2,1,2,2,3,2,1,2,3,1,4,1,5,1,2,1,2
"19409",5,150,6,9,6,8,8,2,5,10,5,0,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19410",5,150,7,9,4,5,7,1,4,9,5,0,7,7,1,NA,2,6,1,2,2,5,1,1,2,1,1,5,1,4,2,3,2,1,5,4
"19411",5,180,3,9,2,4,4,1,8,10,5,5,7,1,1,NA,2,5,2,2,2,3,3,2,3,2,1,3,2,2,2,2,2,2,3,2
"19412",1,NA,2,8,1,2,NA,NA,2,9,4,7,3,1,2,NA,1,5,2,5,2,4,2,1,5,1,2,6,1,6,5,5,5,3,2,5
"19413",3,NA,5,7,5,7,7,2,2,10,8,6,3,1,1,NA,4,6,2,5,5,4,2,2,3,2,2,5,2,5,5,5,2,2,2,2
"19414",5,120,8,8,6,8,9,2,6,9,7,4,6,6,1,NA,3,2,2,3,2,4,3,2,1,1,3,2,4,2,4,3,2,3,4,2
"19415",1,NA,8,8,5,8,8,2,7,10,8,5,3,1,1,NA,4,4,4,4,4,4,3,4,4,3,3,4,2,5,3,3,2,2,2,5
"19416",1,NA,5,9,3,NA,9,2,1,8,9,7,4,1,1,NA,4,4,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,3
"19417",5,60,7,8,8,8,8,1,6,10,10,4,5,1,1,NA,3,5,2,4,1,5,1,4,5,1,1,3,1,4,4,3,2,1,1,4
"19418",5,60,4,7,0,0,8,2,5,8,7,2,7,6,1,NA,3,3,4,5,3,5,4,4,2,3,4,6,2,5,4,5,3,1,1,2
"19419",5,120,7,7,3,5,5,3,5,8,7,5,6,4,1,NA,4,4,3,3,3,5,2,3,3,4,5,5,3,5,4,4,4,3,6,3
"19420",5,240,4,5,3,4,5,2,1,9,9,2,7,6,1,NA,3,5,2,3,3,3,4,4,3,2,3,3,3,4,3,2,2,2,2,2
"19421",1,NA,0,1,0,NA,NA,1,2,9,1,8,5,1,2,NA,5,5,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,5
"19422",5,300,2,4,2,1,1,2,2,8,5,9,3,1,2,NA,3,5,3,5,3,5,2,2,4,2,2,5,3,5,4,5,2,2,4,4
"19423",5,30,7,6,7,8,4,1,6,3,6,8,3,1,1,NA,2,4,1,3,2,1,2,3,5,1,2,5,3,4,1,2,2,1,1,3
"19424",4,75,7,10,8,8,8,2,2,8,9,4,5,1,1,NA,2,6,4,1,2,2,1,2,5,2,1,2,2,5,1,2,2,2,1,4
"19425",5,480,7,5,6,6,7,1,5,10,8,5,5,7,1,NA,2,4,1,3,2,5,2,2,5,3,3,4,2,3,2,3,2,2,2,2
"19426",5,240,5,6,4,NA,7,1,5,7,4,3,6,3,1,NA,1,3,1,2,1,3,1,1,2,1,1,2,1,1,2,3,1,1,3,1
"19427",1,NA,5,9,5,6,9,1,5,10,5,2,4,7,1,NA,5,1,1,2,5,2,1,5,5,2,1,6,2,5,1,6,1,1,2,2
"19428",5,120,6,7,NA,NA,NA,1,2,6,6,8,2,1,1,NA,2,5,2,2,3,2,2,2,3,2,3,5,2,2,3,2,1,2,1,4
"19429",5,240,6,7,3,7,3,2,5,8,9,8,4,1,1,NA,5,3,2,5,2,3,4,2,4,2,4,5,1,5,3,3,3,3,3,5
"19430",5,60,6,7,4,4,7,1,7,8,3,6,6,1,1,NA,2,5,1,4,2,1,2,1,5,4,2,5,3,5,2,4,4,2,2,5
"19431",5,600,7,8,7,9,6,1,10,7,3,0,7,7,1,NA,3,5,1,1,2,2,1,2,3,2,1,1,2,4,2,5,1,1,4,5
"19432",5,540,6,7,4,4,3,1,8,7,3,2,5,6,1,NA,5,6,3,2,2,4,3,5,6,3,1,2,4,5,3,2,3,4,6,6
"19433",5,210,5,7,4,4,4,2,2,5,5,0,7,7,1,NA,4,5,2,5,2,2,2,2,4,2,2,5,NA,5,2,5,2,2,5,3
"19434",5,240,3,5,1,1,5,1,NA,7,8,3,7,7,55,NA,2,5,1,4,2,4,2,2,4,1,2,4,3,5,5,4,2,2,3,5
"19435",5,70,3,9,3,NA,NA,2,NA,10,4,7,5,1,NA,NA,2,5,2,3,1,2,2,2,4,2,2,5,1,5,2,5,1,2,2,4
"19436",5,420,3,7,1,NA,NA,2,NA,7,4,8,3,1,1,NA,4,5,2,4,4,5,3,3,4,2,2,4,2,5,4,4,4,3,2,5
"19437",4,360,6,8,6,8,8,1,5,10,9,4,6,6,1,NA,3,4,1,3,1,3,1,3,3,2,1,3,1,4,1,3,1,1,3,3
"19438",5,60,4,3,3,3,7,2,3,4,4,5,3,1,2,NA,3,5,3,5,3,5,4,4,5,1,3,5,3,6,3,5,3,4,4,4
"19439",5,210,2,6,1,5,7,1,7,4,6,4,5,4,1,NA,1,5,1,3,2,2,1,3,3,3,2,2,2,3,4,3,1,2,4,3
"19440",5,60,8,6,8,9,7,1,6,8,5,4,4,6,1,NA,3,2,1,2,1,5,2,2,3,2,1,5,1,1,2,5,2,3,2,2
"19441",1,NA,3,7,0,NA,NA,2,NA,8,2,10,7,2,55,NA,4,5,2,2,1,5,4,3,1,2,2,5,2,6,3,4,1,3,3,2
"19442",5,720,3,5,2,NA,NA,1,5,6,5,1,7,7,1,NA,2,3,2,2,2,3,4,4,1,2,1,2,5,1,2,3,2,2,4,1
"19443",5,480,3,4,3,6,7,1,4,8,4,3,6,6,1,NA,2,5,1,5,1,5,1,2,3,1,2,5,1,5,4,4,3,1,5,4
"19444",3,NA,7,8,8,8,8,3,5,4,4,1,6,6,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
"19445",4,90,7,8,6,5,6,1,10,10,8,7,3,1,1,NA,1,5,1,4,1,5,2,2,4,1,4,5,1,5,4,5,1,1,1,3
"19446",5,360,7,9,5,8,8,1,6,10,3,0,7,NA,1,NA,2,5,1,4,2,1,2,1,5,1,1,5,1,4,1,4,1,1,2,4
"19447",5,660,8,8,5,6,8,1,7,8,7,6,6,6,1,NA,2,4,2,3,2,4,2,2,3,2,2,3,2,3,2,3,2,2,3,4
"19448",5,495,4,9,9,9,10,2,7,8,8,7,3,1,1,NA,2,5,2,3,1,2,2,2,6,5,1,6,1,6,1,6,2,1,2,3
"19449",4,300,7,2,2,5,6,1,8,9,9,9,2,1,1,NA,2,3,2,3,2,2,3,2,3,3,1,3,1,1,1,1,1,2,1,1
"19450",1,NA,8,8,6,8,8,2,0,10,7,8,2,1,1,NA,2,5,1,2,2,2,2,1,5,1,2,2,1,5,2,5,1,1,1,2
"19451",5,600,3,6,3,7,7,2,5,6,4,6,3,2,1,NA,3,4,1,4,1,3,1,2,2,1,3,4,1,3,1,5,1,1,6,5
"19452",3,NA,5,4,4,4,4,1,7,9,1,1,5,1,1,NA,1,6,1,2,2,2,2,2,1,2,1,2,2,3,2,2,2,1,2,2
"19453",5,600,NA,8,NA,6,7,1,6,4,8,0,7,7,1,NA,1,4,1,5,4,4,2,3,1,2,2,4,4,2,5,3,1,2,5,2
"19454",5,240,3,5,3,3,4,1,5,9,9,6,6,1,1,NA,3,5,3,5,2,5,5,1,4,1,4,5,3,4,NA,5,2,3,2,4
"19455",5,120,6,5,6,7,7,2,6,8,7,6,5,3,1,NA,4,6,1,2,1,5,2,1,4,2,1,4,2,3,2,3,1,3,6,4
"19456",5,210,3,10,1,2,2,1,8,8,8,7,4,2,1,NA,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2
